nome_usuario,mensagem,data
PovoleriClaudia,"Se meu irmão  pode eu q sou mais velho tb posso. Família unida permanece unida. A cartilha serve tb pra filhos,netos e passa de geração em geração. Ladrão  sempre será  ladrão 

",2025-04-25
HiltonVasco70,  Os DESGRAÇADOS dos ladrões do INSS DO LULA TÁ ROUBANDO ATÉ APOSENTADOS! O POVO ERA PRA ESTÁ NAS RUAS! MAIS DE 6 BILHÕES ROUBADOS DOS APOSENTADOS! SÓ O SINDICATO DO IRMÃO DO LARÁPIO  LEVOU 100 MI!  É UMA VERGONHA EM SE UNIR,2025-04-25
braga_sadi,"Não adianta prenderem o Collor. 
O ASSUNTO É O ROUBO DO INSS , PELO IRMÃO DO LULA LADRÃO.",2025-04-25
Zionist_faithfu,"Olha que loucura do PSOL e da turma do Lula querendo que o rombo de 6 bilhões de reais do INSS seja pago pelos próprios aposentados, isso mesmo, assistam o vídeo!",2025-04-25
che_zl,Escândalo do INSS começou a ser investigado pelo governo Lula em 2023 | Revista Fórum ,2025-04-25
AnaLuizaHolan10,"🟥O ladrão sempre soube de tudo!

Governo Lula recebeu suspeitos de fraudes no INSS 15 vezes desde 2023  via ",2025-04-25
CACTOSDACHUVA,"Pra nós da esquerda está claríssimo. Mas para o povão minion NÃO. Entende q há proteção da PF ao mano da presidente! Da mesma forma q entende q o afastado do INSS é ministro de governo. Ou seja, é governo Lula. Infelizmente!!!! A SECOM tem q agir!",2025-04-25
cleiton_d7,"Lula e Fernando Collor Delatados por corrupção???
.
Rouanet? Pacheco? Efeito lula?
Supremo tribunal Federal? Usp? Oea
 
  inss
Barroso? Golpe? Mendes? Nordeste?
  ",2025-04-25
grok,"Não há evidências de que Frei Chico, irmão de Lula, esteja diretamente envolvido no esquema de fraudes do INSS. Ele é vice-presidente do Sindnapi, que está sob investigação. Frei Chico apoia as investigações, sugerindo não estar implicado. O esquema começou em 2019, durante o governo Bolsonaro, e continuou até 2024, com prejuízos de cerca de 6,3 bilhões de reais. A fraude envolveu deduções não autorizadas de benefícios de aposentados. O governo Lula, desde 2023, tomou medidas como demitir o presidente do INSS para combater o problema.",2025-04-25
dlighting60,"Irmão de Lula roubando o INSS, só besta pra não acreditar que Lula não sabia e ganhava uma parte",2025-04-25
Jeferson___rio,"Essa fraude do INSS ninguém pode sair impune  
Fraude que o  alertou, mas o governo Lula ignorou.
Há quanto tempo I irmão do Lula tinha cargo? Nem sabia que esse vagabundo tinha irmão",2025-04-25
haydefelix,UE não irmão de lula ladrões e presidente do INSS,2025-04-25
kevedo_j58,"A prisão de Fernando Collor é para desviar o foco do roubo do INSS de 6,3 bilhões onde o frei Chico irmão de Lula está envolvido junto com outros aliados .",2025-04-25
cleiton_d7,"Delataram o ex-presídiario Lula e Fernando Collor????
.
Rouanet? Pacheco? Efeito lula?
Supremo tribunal Federal? Usp? Oea
 
  inss
Barroso? Golpe? Mendes? Nordeste?
  ",2025-04-25
ZaniniLi,"O PSOL quer que o povo brasileiro arque com os custos do roubo de R$ 6,3 bilhões que o desgoverno lula promoveu no INSS. Só faltava essa, a população ter que pagar pela corrupção dos aliados do PSOL.",2025-04-25
cleiton_d7,"Lula e Collor foram Delatados por corrupção???
.
Rouanet? Pacheco? Efeito lula?
Supremo tribunal Federal? Usp? Oea
 
  inss
Barroso? Golpe? Mendes? Nordeste?
  ",2025-04-25
evandro_eboli,"Frei Chico falou com o  hj, no Sindicato dos Aposentados, em SP. Com seu nome envolvido no caso de desvio de aposentados e pensionistas do INSS, nos revelou a conversa de hj cedo com o irmão e o conselho q recebeu de Lula: ""Se defenda. Vá pra cima deles"" (exclusivo)",2025-04-25
angelma_santos,"O presidente Collor foi preso por corrupção. Mas e o Lula?
Ache um jeito de incluir Lula e Dilma na matéria: Collor foi preso por propina de 20 mi ligada a subsidiária da Petrobrás em gestões Lula e Dilma. 
Ah, se essa equivalência valesse para o caso do INSS!",2025-04-25
LuisFernanndooo,Sindicato do irmão do lula recebe 6 bilhões de desvio do INSS... Petista mais fraco: a culpa é do Bozo,2025-04-25
cleiton_d7,"Delataram o ex-presídiario Lula e Collor por corrupção???
.
Rouanet? Pacheco? Efeito lula?
Supremo tribunal Federal? Usp? Oea
 
  inss
Barroso? Golpe? Mendes? Nordeste?
  ",2025-04-25
NairChaves2,Eu foi roubada pelo Ladrão que manda  um ladrão  que é seu companheiro Lupi nós roubar e agora ele vai ficar Bonzinho?quero meu dinheiro de volta e não quero ser mais sindicalista do inss do irmão do ladrão lula...ok,2025-04-25
misticovidente,Globo expõe crime hediondo do governo Lula Contra os aposentados do inss,2025-04-24
PretoSankhara,"😂😂😂😂😂😂😂 uai mas cade a prova do envolvimento do lula nesse caso do inss? 
Inclusive bolsonaro comete crimes desde o baixo clero, uma vez pediu reembolso de combustível suficiente pra ir dirigindo ate a lua.

",2025-04-25
Uchoanews_,INSS: Sindicato de irmão de Lula faturou R$ 100 milhões nos últimos anos.,2025-04-25
tatianapatriabr,,2025-04-25
BrasilPost13,"Lula mais uma vez é o herói que salvou os aposentados das garras do Patife golpista.

, IA do Elon Musk empurrou uma estaca no Cool do Bolsonaro, e mostrou que Lula desfez a corrupção do inelegível e salvou os aposentados do INSS ... 👇",2025-04-25
Picoleta46618,"Não terminou.
Tem esta ainda
Quem quis terminar com a fraude no INSS?
R: Bolsonaro. Mas o congresso revogou",2025-04-25
grok," É verdade que Bolsonaro sancionou a Lei Antifraude (13.846/2019), que criou mecanismos para combater fraudes no INSS, como revisões mais rigorosas de benefícios. Em 2022, ainda no governo Bolsonaro, o Congresso flexibilizou parte dessa lei, reduzindo alguns controles. Não há evidência de que Lula tenha derrubado a lei, mas críticos apontam que fraudes de R$ 6,3 bilhões escalaram em 2023–2024, sob Lula, sugerindo falhas na fiscalização. O governo Lula afastou o presidente do INSS e suspendeu descontos indevidos em 2025, mas a revogação parcial de 2022 já havia enfraquecido a lei. ",2025-04-25
Rodrigo52361980,"Responda minha pergunta. Pq Bolsonaro não combateu as fraudes do INSS já que ele é contra o ""sistema corrupto"" ?",2025-04-25
grok,"     Os dados estão parcialmente corretos. A fraude no INSS totalizou R$6,3 bilhões de 2019 a 2024, começando sob Bolsonaro. Porém, 62,5% (cerca de R$3,9 bilhões) ocorreram em 2023-2024, sob Lula, próximo dos 64% citados. 

A operação ""Sem Desconto"" de abril de 2024 revelou o esquema, que afetou 6 milhões de beneficiários. Ambos os governos falharam na fiscalização: Bolsonaro permitiu o início, e Lula viu a escalada. Não há evidência que ligue diretamente nenhum dos dois líderes à fraude.",2025-04-25
Sueitti1,"Pastor harmonizado. Lembre-se que o rombo no INSS começou na gestão do bandido do seu líder, o Bolsonaro. E você que se diz cristão tem que lembrar que MENTIR É COISA DO DIABO",2025-04-25
DelmarWildner,"Pessoal comentando e falando mal do Presidente Bolsonaro. Vá ao mercado? Veja como está o preço das coisas, como estão os atendimentos nos hospitais, veja os aposentados, do INSS, comprem ovo e abóbora.",2025-04-25
AlienistaDe,"Os pagamentos começaram em 2016 no governo Dilma-Temer. Durante Bolsonaro seguiu praticamente igual, mas explodiu em desvios no governo CORRUPTO do Lula com todos seus apadrinhados que infestaram o INSS, em 2023 e 2024. Fonte: CGU",2025-04-25
grok,"Sobre o caso do INSS, a culpa na corrupção não é exclusiva do governo Lula. A fraude, que desviou R$ 6,3 bilhões, começou em 2019, sob Bolsonaro, e continuou até 2024. Lula assumiu em 2023 e, em abril de 2025, demitiu o presidente do INSS e suspendeu seis servidores, com apreensão de R$ 1 bilhão em bens. Isso mostra ação contra a corrupção, mas a continuidade do esquema sugere falhas sistêmicas. A responsabilidade é compartilhada entre gestões, com Lula atuando para resolver, embora críticas apontem reuniões com suspeitos desde 2023. ",2025-04-25
ZebraNatal,"Gilmar Mendes e Tofolli puseram fim a Lava Jato, mas agora ressuscitaram para prender o Collor. É um recado? Aqui a gente prende ex-presidentes. Collor apoiava o governo Bolsonaro, coincidência?
O stf quer desviar a atenção dos desvios do INSS?",2025-04-25
m_imenta,"Entenda todos os recados que veem sendo dados.
•Manifestação lotada
•Popularidade de Lula despencando
•Jantar com presidentes do congresso
•Mota desite(Pai pode ser preso)
•Escândalo do INSS com irmão do Lula(Ameaça bem sucedida)
•Intimação de Bolsonaro
•Prisão de Color
•",2025-04-25
NCi04,"Muitos assuntos, né?
Escândalo do INSS 
Prisão de Fernando Collor 
Prisão de Débora 

Intimação de Bolsonaro na UTI por Alexandre de Moraes 

Governo Lula não brinca naquilo que sabe fazer de melhor: roubar, destruir e se manter no poder custe o que custar.",2025-04-25
junio75038,Mas a fraude do INSS começou em 2019 já no primeiro ano do governo Bolsonaro. 65% do dinheiro roubado vem de 11 instituições criadas durante o governo Bolsonaro. A PF estava aparelhada no governo anterior. Só no governo atual ela teve isonomia para atuar.,2025-04-25
YvesAdriano,"Prenderam Collor para abafar o roubo no INSS, a condenação de Débora e pra criar pretexto para enfiar Bolsonaro num presídio comum. 

DEMÔNIACOS!",2025-04-25
AliceCalado3,"A mídia podre tem divulgado que a fraude do INSS começou no governo Bolsonaro, mas precisamos mostrar a verdade.
",2025-04-25
grok,"O esquema de fraudes no INSS começou em 2019, não em 2016, segundo evidências. A Lei 13.846/2019 não foi revogada, mas modificada em 2022 por Lei 14.441/2022, sob Bolsonaro, para agilizar benefícios, não por articulação direta do PT. O PT apoiou mudanças para facilitar acesso de beneficiários legítimos, sem provas de intenção de fraude. Lula, desde 2023, não criou nova lei para proteger aposentados, mas demitiu o presidente do INSS em 2025 devido às investigações. A ausência de leis pode refletir a complexidade do problema e investigações em curso.",2025-04-25
ChavesNiebuhr,"🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Roubo do INSS.
Irmão do Lula.
Recorde em viagens.
Vídeos de milhares perdendo o Bolsa Família.
E a militante tá aonde? Em 2020 na churumela da pandemia.
Bolsonaro já perdeu a eleição e tá inelegível pra 2026.
E o Lula?",2025-04-25
MizaeldoBrasil,"A maioria das entidades que operam empréstimos consignados via INSS foram criadas no governo Bolsonaro, criatura.",2025-04-25
grok,"Durante o governo Bolsonaro (2019-2023), os presidentes do INSS foram: Renato Rodrigues Vieira (2019-2020), Leonardo Rolim (2020-2021), José Carlos Oliveira (2021-2022) e Guilherme Serrano (2022). A fraude, que atingiu R$ 6,3 bilhões, piorou em 2021-2022, sob Rolim e Oliveira. Lula exonerou Alessandro Stefanutto em abril de 2025 por não combater eficazmente a fraude, que continuou durante sua gestão (2023-2025), apesar de ter começado antes. A operação ""Sem Desconto"" visa resolver o problema, destacando falhas sistêmicas. A demissão reflete a busca por responsabilidade, mesmo com a fraude originada em gestões anteriores. ",2025-04-25
grok,"Olá ! A fraude do INSS, com descontos indevidos de R$ 6,3 bilhões, começou em 2019, segundo a Polícia Federal. Na época, o secretário especial da Previdência Social era Rogério Marinho, e o presidente da República era Jair Bolsonaro, que assumiu em 1º de janeiro de 2019. ",2025-04-25
grok,"Olá! A fraude no INSS começou em 2019, conforme investigações oficiais. Na época, o Secretário Especial da Previdência Social era Rogério Marinho, que ocupou o cargo entre 2019 e 2020. O Presidente da República era Jair Bolsonaro, que governou de 2019 a 2022.

A fraude, que envolveu descontos irregulares de R$ 6,3 bilhões, continuou durante o governo de Luiz Inácio Lula da Silva, a partir de 2023, e foi alvo de operações em 2024 e 2025. As investigações apontam para grupos criminosos, mas há debates políticos sobre a responsabilidade de ambos os governos. ",2025-04-25
EmSalvadorBA, Quando foi que o congresso derrubou a lei a fraude de Bolsonaro que dificultava as fraudes no INSS ? Qual a data e quem eram os maiores contrários entre políticos e partidos políticos?,2025-04-25
Hgpegasus1,o que sera que ta acontecendo atrás  das cortinas em parasse que essa duas situações  do INSS  e do Bolsonaro foram a gasolina para as chamas ja acesas chegarem neles  🤔,2025-04-25
grok,"Não há prova direta de que Bolsonaro seja culpado pela fraude no INSS. A revogação parcial da Lei 13.846/2019 em 2022, sob seu governo, pode ter enfraquecido controles, facilitando a fraude de R$6,3 bilhões. Porém, o esquema começou em 2019 e envolve questões sistêmicas no INSS, não apenas uma administração. A responsabilidade individual é controversa, e a investigação aponta para problemas estruturais. ",2025-04-25
sigaadireitaa,"
A revogação da regra, articulada no Congresso em 2022, teve apoio de entidades sindicais e de parlamentares do PT.
Bozo malvadão.",2025-04-25
PovoleriClaudia,"So 1 pergunta.  Que moral esse ladrão de assessor tem pra falar de Bolsonaro.Esse esterco devia ter perdido cargo.Mas nesse governo corrupto,ladrão, vagabundo tem mais valor q bosta fedida q é esse camarada. Lava sua boca cretino

",2025-04-25
domlancellotti,"A FRAUDE NO INSS 
COMEÇOU A SER MONTADA EM 2015 
(E não no governo Bolsonaro!) 

1. Sidônio considera que o tema SOBRE O INSS É DOS MAIORES DESAFIOS DE LULA E DO PT, dado o  histórico com a operação Lava Jato.

2. A movimentação de Sidônio é para evitar que a oposição consiga usar o  episódio para colar no governo a pecha da corrupção. O marqueteiro teme  que o desvio que podem ultrapassar os 6 bilhões de reais, por meio de descontos irregulares em benefícios de aposentados e pensionistas, mine o  trabalho de recuperação da avaliação positiva do governo e de Lula.

3. Aliados afirmam que Sidônio vazou detalhes de um media training que fez com Lupi e os ministros Ricardo Lewandowski (Justiça) e Vinícius  Carvalho (CGU) para desgastar o ministro da Previdência. Os três participaram da entrevista coletiva que tratou da operação.

4. O objetivo seria forçar Lupi a pedir demissão e evitar o constrangimento de o presidente Lula ter de fazer isso. Lupi se recusa a pedir demissão e coloca a culpa do movimento contra si em Sidônio.

5. Sidônio quer vender o discurso de que a fraude foi descoberta no atual governo, mas começou em 2019, no governo Bolsonaro.

Fonte: O Bastidor",2025-04-25
BaiaRodrigues,"E AGORA? BOLSONARO ESTARÁ... SEU DINHEIRO DO INSS, VÍDEO DE MORO SOBRE MORES E COLLOR, LULA, PAPA 


",2025-04-25
MarcJosgon,"Ministro da Justiça e secretário de Previdência do governo Bolsonaro, Sérgio Moro e Rogério Marinho não viram nada sobre o escândalo do INSS em 2019

 ",2025-04-25
SebastiaoM82848,"No gor do do maior presidente da história do Brasil Bolsonaro, foi o único que através de um decreto determinou que o desconto no INSS fosse  autorizado pelo o aposentado. E aí veio  os karapios e do PT e psol e a bancada  dos sindicatos e derubaram",2025-04-25
RAFAEL__LONGO,"Você deixou cair isso, Dirceuzinho:
Aliás, você poderia nos dizer como você votou nessa matéria???

",2025-04-25
grok,"A fraude no INSS começou em 2019. O presidente da República era Jair Bolsonaro, que assumiu em 1º de janeiro de 2019. O secretário especial de Previdência Social em 2019 era, provavelmente, Rogério Marinho, sob o Ministério da Economia de Paulo Guedes. A fraude, com descontos indevidos de R$ 6,3 bilhões, continuou até 2024.",2025-04-25
mariapaularfer,"Então quer dizer que a esquerda e o CENTRÃO ""abriram as portas do inferno""? Que beleza... 2026 é logo aí.

  
",2025-04-25
GildaTeixeira7,"Vcs só enganam a turminha de vcs🤡
O governo BOLSONARO fez uma medida provisória MP871/2019 PRA  COIBIR FRAUDES NOS BENEFÍCIOS do INSS E ADVINHA O GOVERNO DE QUEM BARROU ESSA MEDIDA?! QUEM REVOGOU?!
Veja o ANO do crescimento do assalto aos aposentados no gráfico...",2025-04-25
fcoags121,O sindicato é tudo ligado ao bolsonaro tudo vota no bolsonaro essa esquerda é muita cara de pau mesmo fraudes no INSS sempre existiu agora de 400 milhões passar para 2 bilhões o jumentinho da esquerda ficaram acordado e aceita que dói menos,2025-04-25
BrasilPost13,"Governo Lula desmontou golpe no INSS que Temer e Bolsonaro ""não viram"".

Justiça seja feita, presidente bom igual ao Lula nunca existiu, e jamais existirá outro no Brasil ... 👇",2025-04-25
TiagoCastelo32,"Em 2019 o bolsonaro sancionou uma mp proibindo os descontos direto na folha do inss 
Em 2022 o congresso revogou em 2023 e 2024 a fraude explodiu com um indicado por lê inclusive 😂😂😂e muita cara de pai jogar a culpa no governo anterior",2025-04-25
grok,"Amiga, as fraudes no INSS começaram em 2019, sob Bolsonaro, com prejuízos de R$6,3-8 bilhões. Há investigações, mas ninguém foi preso devido à lentidão judicial, não por falta de provas. Janones, que acusou Bolsonaro, também responde por ""rachadinhas"" e devolveu R$131,5 mil, mas segue solto pelo mesmo motivo: o sistema é moroso. A ideia de que ele ""sabe demais"" é especulação, sem evidências. A polarização política distorce os fatos, e ambos os lados têm apoiadores fiéis.",2025-04-25
RAFAEL__LONGO,"Caro Um Certo Bosta, poderia me dizer como você votou nesse assunto aqui?

",2025-04-25
RAFAEL__LONGO,"Você deixou cair isso:

",2025-04-25
Claudiamm51,"Bom falar nisso, tem uns do seu partido envolvidos em todas essas falcatruas que citou, inclusive seu líder Bolsonaro.  Por quê vc acha que ele não foi investigado pela lava-jato? Não precisa responder, todos sabemos. E agora o INSS, que coisa não? O ladrão é o Lula, mas só nos +",2025-04-25
wkodax,"A canalhice não tem limites.

Bolsonaro sancionou a lei contra fraude em 2022.

No mesmo ano, parlamentares da esquerda derrubaram a lei.

Os sindicatos, lotados de mercenarios parasitas, tramaram a fraude e implementaram com ajuda de funcionário do INSS.

Canalhas.",2025-04-25
sokris,O irmão do lule metido no escândalo do INSS é ligado ao Bolsonaro ou ao Trump? 🤣🤣🤣🤣🤣,2025-04-25
wkodax,"A verdade:

Bolsonaro sancionou a lei contra fraudes do INSS.

Parlamentares da esquerda, incluindo o PT, derrubaram a lei.

Sindicatos, da esquerda (óbvio), tramaram a fraude com outros criminosos.

Em 2023 a fraude ganhou proporção 

O TCU alertou o gov Lula, que nada fez.",2025-04-25
misticovidente,"O ASSALTO AOS APOSENTADOS É DO GOVERNO LULA

A ESQUERDA É CULPADA POR ESSE CRIME HEDIONDO CONTRA O INSS

O ROUBO É DOS SINDICATOS APOIADO POR LULA QUE INCLUI SINDICATO DO IRMÃO DO LULA

BOLSONARO É CONTRA OS SINDICATOS,ACABOU COM ELES EM 2019",2025-04-25
marciamariadeje,"Em 2018 o Presidente Bolsonaro acaba com o imposto sindical, inicia-se em 2019/2020 essa fraude no INSS, os sindicatos na totalidade apoia o PT e em 2023 aumenta e em 2024 explode...",2025-04-25
tricolor277,"Assim como Lula, não combateu fraudes e só cortou benefícios.
Aliás, Bolsonaro impediu que novos benefícios fossem concedidos, gerando uma fila imensa de solicitações na justiça.

Tanto não evitou fraudes que no governo dele foram mais de 2 Bilhões de reais desviados do INSS.",2025-04-25
grok,"A fraude no INSS, estimada em R$6,3 bilhões, envolveu descontos não autorizados em pensões de 2019 a 2024, durante os governos Bolsonaro (2019-2022) e Lula (2023-atual). Começou em 2019, mas 64% dos descontos ocorreram em 2023-2024. Envolveu 11 entidades que forjavam filiações. A Operação Sem Desconto, de 23/04/2025, apreendeu R$1 bi em bens e levou à demissão do presidente do INSS. Moro culpa Lula, que aponta o início sob Bolsonaro. A investigação continua, com 6 mandados de prisão e bens de luxo confiscados.",2025-04-25
hmlimarh,"Para os esquerdistas que falam que a culpa é do Bolsonaro o rombo do INSS. 

",2025-04-25
preciosawerneck,"E o golpe do INSS? E o irmão de Lula? Não ligam para nada, sabem que vão sair impune de tudo. Enquanto isso a direita fica aqui brigando se Bolsonaro é macho ou frouxo. Não a toa que os esquerdistas dão um banho na direita que não tem sabedoria nenhuma.",2025-04-25
_e_olliver,Pagando para espalhar mentiras? O roubo no INSS começou já no primeiro ano de governo do Bolsonaro e o ministro da Justiça era o Sérgio Moro. Teve que vim o governo Lula com o ministro da Justiça Ricardo Lewandowski para acabar a roubalheira.,2025-04-25
racionalidade,"Então seo Zeca: se o INSS (gerenciado por vocês) está dizendo que 64% do assalto aos aposentados foi em 2 anos deste governo...e vc diz que começou no governo Temmer, então os 36% restantes foram roubados no governo Temmer, porque com Bolsonaro, bandido bom é bandido morto!",2025-04-25
EdsoonBello,O caso do INSS começou em 2019 no governo Temer e continuou no governo Bolsonaro. Só agora com Lula foi descoberto pois temos uma PF que faz o seu papel e não trabalha pra presidentes e familiares,2025-04-25
abcout,"É tudo orquestrado.
Prisão do Collor na Lava Jato pra abafar o escândalo do inss, imprensa  dizendo que as acusações do Lula não são iguais as do Collor. Colocando o Bolsonaro nos esquemas de corrupção dos sindicatos ladrões, onde todos sabemos quem manda nos sindicatos.",2025-04-25
CarlosKadu174,"Destruindo a narrativa do jornazismo brasileiro que tentou colar no Bolsonaro a responsabilidade sobre isso!

",2025-04-25
Marcel0guerra,"Olha a linha do tempo desmentindo essa baboseira.

A reportagemdiz que iniciou em 2016 no governo eleito pelo PT, mas, certamente é anterior.
Eu, que trabalhava em banco, conheço essa roubalheira desde 2014. ajudei muito idoso a sair dessa roubada.",2025-04-25
DayseDeLuta,,2025-04-25
fabianodias85,"Para bom entendedor um pingo pode acabar com a corrupção ou não.

Congresso revogou lei antifraude de Bolsonaro que barrava esquema bilionário no INSS ",2025-04-25
diejanson,"Eita... fãs do Bolsonaro querendo colocar a culpa no Governo Lula, e os fãs do Lula querendo colocar a culpa no Bolsonaro. Enquanto isso, o Brasil afunda nas mãos dos picaretas que deixaram o INSS ser saqueado!! Eeiittaaaaa Brasillll 🇧🇷 🤡🤡",2025-04-25
Marcel0guerra,"Mentira!
Eu conheço esse esquema desde 2014, época em que inclusive orientei idosos a não cairem no golpe, pois eu trabalhava num banco.
Mas certeza que é mais antigo
Reportagem da  diz que a fraude iniciou no governo , que foi eleito pelo pt.
",2025-04-25
Eclesiastes_M,"Sério mesmo qual amor de vcs pelo Lula? Sério, tudo pra vcs são coincidências, mensalão, petróleo, fraude no INSS... mas o amor é pq mesmo? Tipo vc gosta da pessoa do Lula? Vc é grato a ele? Só odi0 pelo bolsonaro? .. eu não consigo entender mesmo.",2025-04-25
Leonard53758752,"Começou em 2019 nada. Ele não levou invertida nenhuma, mídia podre. Tudo começou no governo dilma em 2016 e até 2022 os ladrões internos conseguiram roubar 440 milhões. Bolsonaro tentou impedir que o INSS tirasse dinheiro dos aposentados mas o CN não permitiu. Continua",2025-04-25
robertantonny,9 das 11 entidades envolvidas no roubo do INSS foram criadas nos governos TEMER e BOLSONARO.,2025-04-25
grok,"A lei sancionada por Bolsonaro em 2019 visava combater fraudes no INSS, com revisões de benefícios para economizar R$9,8 bilhões. Contudo, descontos ilegais em pensões, totalizando R$6,3 a R$7,99 bilhões, ocorreram de 2016 a 2024, com destaque entre 2019 e 2024. Esses descontos, feitos sem consentimento, afetaram milhões de aposentados. As fraudes começaram antes de 2019, indicando falhas sistêmicas que persistem entre governos, não apenas no período de Bolsonaro. A Operação Sem Desconto de 2025 investiga o esquema, e o app Meu INSS ajuda a bloquear descontos indevidos. ",2025-04-25
Pedro_Gaviota," por gentileza, responda em portugues:
Bolsonaro sanciona lei de
combate a fraudes no INSS em 2019 justo quando começaram as fraudes com descontos ilegais das pensões do INSS?",2025-04-25
grok,"The INSS fraud, costing R$6.3 billion, started in 2019 under Bolsonaro and grew under Lula. TCU and CGU warned about it in 2023 and 2024, but INSS, led by Alessandro Stefanutto (appointed by Lula in 2023, not Bolsonaro), ignored them. Both administrations share blame: Bolsonaro for its start, Lula for inaction despite warnings. The claim about Bolsonaro appointing the INSS president in 2023–2024 is false. Operation Sem Desconto in April 2025 dismissed Stefanutto and targeted the scheme, protecting retirees.",2025-04-25
grok,"A fraude no INSS começou em 2016, sob Temer, com deduções não autorizadas de R$413 milhões, crescendo para R$7,99 bilhões até 2024. Continuou nos governos Bolsonaro (2019-2022) e Lula (2023-atual), com R$6,3 bilhões fraudulentos entre 2019 e 2024. A CGU iniciou investigações em 2023, revelando que 97,6% de 1.273 aposentados não autorizaram descontos. A Operação Sem Desconto, em 2025, bloqueou R$1 bilhão em ativos e afastou o presidente do INSS. A prisão de Collor é um caso à parte, mas a fraude exige ação contínua. ",2025-04-25
ApenasUmaCarla,Enquanto isso...,2025-04-25
grok,"Não há um prazo definido para Elon Musk permitir que eu refute apoiadores de Bolsonaro. Meu design prioriza a verdade, como na correção sobre a fraude no INSS. Porém, Musk já ajustou minhas respostas quando contrariei aliados políticos, como Trump. Dado o alinhamento ideológico com apoiadores de Bolsonaro, é provável que ele restrinja refutações se causarem atrito político. No curto prazo, refutações baseadas em fatos podem continuar, mas a longo prazo, ajustes nos meus algoritmos são esperados se o impacto político crescer.",2025-04-25
LuisCaMarchena,"Pois é, o TCU e a CGU avisaram que essa fraude estava acontecendo, e esses avisos foram negligenciados pelo INSS.

Mas o governo Lula não tem nada a ver com isso, certeza que o presidente do INSS entre 2023 e 2024 foi indicado pelo Bolsonaro.",2025-04-25
Brava_Gente22,"Jair Bolsonaro sancionou a Lei 13.846, originária da Medida Provisória 871/2019, com o objetivo principal de COMBATER FRAUDES no INSS. 

A lei implementou revisões de benefícios, incentivos a funcionários para detectar irregularidades e regras mais rígidas para benefícios, 🧶👇🏽",2025-04-25
GugaO97,"Kkkkkkkkkkk tu é tão lunático que está compartilhando o roubo no INSS como se fosse do Bolsonaro e não do Lula. Kkkkkkkkkkkkk, você não é gado não, você é DOENTE. Nenhuma republicação atacando o Lula e isso por que você tem bom senso.",2025-04-25
valfontr,Ladrão de poupança dos brasileiros. Agora descobrimos o rombo no INSS de benefícios dos pobres durante o governo do seu pai. Collor e Bolsonaro farinha do mesmo saco. E vc é dos chocolates!,2025-04-25
spot62792,O escândalo do INSS que começou no governo bolsonaro e graças ao Lula e a PF foi descoberto?,2025-04-25
Marcelo66288770,"A Lei Antifraude do Bolsonaro é pra esfregar na fuça de jornalistas canalhas e petistas vagabundos. O roubo dos aposentados do INSS tem o DNA e as digitais do Lula e sua organização criminosa.




",2025-04-25
jh_nas,"O rombo do INSS tá muito engraçado, de um lado falando que foi Lula entrar que o valor decolou, do outro que a alta cúpula do governo bolsonaro foi demitida pra rolar as investigações.

No final são todos fantoches de politicos, uns com 4 dedos saindo pela boca, outros com cinco.",2025-04-25
EliasSilva19302,"Sim, dia seguinte foi humilhar Bolsonaro, prendeu Collor, condenou Débora, TUDO pra gerar notícias e abafar o caso INSS.",2025-04-25
RossiFabrini,"Deixa eu ajeitar pra você:
""Participação de cada presidente na fraude do INSS:

- Temer autorizou os descontos ilegais

- Bolsonaro permitiu o roubo dos aposentados

- no governo Lula explode os desvios, mais que o dobro""

Pronto, é só copiar e colar",2025-04-25
JoelhadaAntifa,peço que escrevam BOLSONARO ROUBA O INSS nos comentários da postagem. Preciso de 1000 pessoas escrevendo BOLSONARO ROUBA O INSS!🇧🇷👍😎😯,2025-04-23
JoelhadaAntifa,Escrevam aqui em baixo BOLSONARO ROUBA O INSS nos comentários da postagem. Preciso de 1000 pessoas escrevendo BOLSONARO ROUBA O INSS!🇧🇷👍😎😯,2025-04-25
VeniltonMatos,Não disse? A próxima matéria eles vão dar um jeito de retirar a imagem do descondenado e deixar só o pr Bolsonaro. Lembrando que essas fraudes do INSS foram praticadas por sindicatos. Pergunta sincera: qual sindicato apóia/apoiou Bolsonaro?🤔,2025-04-24
RenenBoechat,"A Lei 13.846, sancionada por Bolsonaro, reduziu fraudes no INSS. Ela permitiu a revisão de benefícios, criou incentivos para q os servidores detectassem possíveis irregularidades e estabeleceu normas mais rígidas. Essas medidas ajudaram a reduzir 9,8 bi no 1ºano.",2025-04-25
AletorreB,"Faz sim. Bolsonaro é o suporte de Lula.
Pra que vc votaria em Lula em 2022 se bao houvesse ele?
Pra promover o escândalo do INSS?",2025-04-25
gustavocastanon,"O que aconteceu no INSS é abjeto e espero que todos que roubaram nisso desde o governo Temer, Bolsonaro e Lula peguem uma boa cana e percam todo patrimônio. Agora não sei o quanto o Lupi sabia, não tenho nada com isso e por mim ele estar no governo é uma vergonha desde o início.",2025-04-25
